system,sign_agreement,value_median,gradient_low,gradient_high,gradient_span,surface_gradient_median,surface_gradient_spread,normalisation_error,crossings,crossing_median,crossing_p98,crossing_max
R0,100.0,0.09018154748298575,0.07867701876373011,13.32782931717771,169.39926711256888,0.8099999999999965,0.5800000000000001,0.16842717296668885,5784,0.0876022375711335,0.353449649516044,0.3894313845783496
R-alpha(-0.5),100.0,0.3687823392436391,0.05768550740475968,197.4393581159446,3422.6856449502898,0.8099999999999944,0.5800000000000006,0.2630228966373338,5784,0.13553119047869622,0.3915919259890925,0.6657296456887234
R-alpha(0.5),100.0,0.04179892495964588,0.11410007171900538,3.0231066568422977,26.49522135522677,0.8099999999999984,0.5800000000000003,0.08130830554940102,5784,0.04811304749321847,0.2720682071070535,0.35046303722289995
R-p(4),100.0,0.06318331035390526,0.2407206892941311,10.517850932541997,43.69317387459985,0.8099999999999999,0.5800000000000003,0.05827926295311521,5784,0.020572382811340315,0.2958100802842397,0.36042967129530035
R-p(8),100.0,0.05639917780924919,0.3370341816105189,10.370230384173803,30.76907610563304,0.81,1.2685949440488196,0.023364374968539436,5784,0.012599088823473936,0.27758475642315705,0.35857070076321296
R-m0(1),100.0,2.1427360705390526e-09,6.957546737503411e-10,0.022224128960447998,31942478.863494813,1.1166576339667516e-09,2.8075959571883166e-09,0.11061822244735536,5784,0.14964870997850244,0.7466897403080113,0.7960473676438118
min/max,100.0,0.026212499999999965,0.058925565098878904,1.004330899432829,17.044060549059328,0.81,0.5800000000000001,0.002408330973498546,5784,0.009253504571166332,0.19572079041607637,0.32326631103825276
